id,job,job_cn
60686,shuttle spotter,穿梭侦察员
60687,shuttle threader,穿梭线轴
60679,shuttleless loom weaver,无梭织机织工
60684,shuttle repairer,航天器维修工
60685,shuttle route vehicle operator,穿梭路线车辆操作员
60688,shuttle truck driver,穿梭卡车司机
60689,shuttle van driver,穿梭巴士司机
60691,side boss,副老板
60692,side door man,侧门管理员
60693,side door worker,侧门工人
60690,shuttle veneering supervisor,贴面板生产主管
60694,side framer,侧框工
60695,side gluer,侧面胶合工
60697,sidehand,副手
60696,side guider,侧导员
60699,side laster,侧面激光器
60701,side laster tack,侧面激光标记
60704,side piece coverer,侧面覆盖件
60702,side panel hanger,侧面板挂件
60703,side panel padder,侧面板填充物
60700,side laster staple,侧面激光打孔
60698,side hemmer,侧缝机操作员
60706,sider,设计师
60705,side puller,侧拉器
60709,siderographist,侧写画家
60708,siderographer,制图员
60715,side splitter,侧切机
60713,side seam tender,侧缝裁缝
60707,sider mechanic,侧边机械师
60710,side sawyer,副锯木工
60714,side show entertainer,马戏团表演者
60716,side stapler,侧边订书机
60712,side seam machine operator,侧缝机操作员
60711,side seam envelope machine operator,侧缝信封机操作员
60717,side stitcher,侧缝工
60727,siebel administrator,赛贝尔管理员
60720,sidewalk inspector,人行道检查员
60725,siding mechanic,侧板机械师
60724,siding installer,侧板安装工
60722,siding applicator,侧边应用者
60719,side trimmer,侧边修剪工
60726,siding stapler,侧边钉枪
60721,sidewalk repairer,人行道维修工
60723,siding coreboard inspector,侧板芯板检验员
60718,side stitching machine operator,缝纫机操作员
60731,siebel developer,赛贝尔开发者
60729,siebel consultant,赛贝尔顾问
60735,sieve maker,筛网制造商
60733,siene maker,香槟酒师
60728,siebel architect,赛贝尔架构师
60734,sieve grader tender,筛分分级员
60736,sieve repairer,筛子修理工
60737,sifter and miller,筛子和磨坊主
60732,siebel solution architect,赛贝尔解决方案架构师
60730,siebel crm developer,SiebelCRM开发者
60739,sifting operator,筛选操作员
60738,sifter operator,筛分操作员
60741,sighter,观察者
60740,sight effects specialist,视觉效果专家
60743,sightseeing guide,导游
60748,signal engineer,信号工程师
60745,signal apprentice,信号学徒
60746,signal circuit designer,信号电路设计师
60742,sight mounter,瞄准器安装工
60749,signaler,信号员
60747,signal constructor,信号构造者
60744,signal and communications maintainer,信号和通信维护员
60753,signaling project engineer,信号工程
60750,signal fitter,信号调整员
60751,signal helper,信号助手
60754,signal inspector,信号检查员
60755,signal integrity engineer,信号完整性工程师
60752,signaling design engineer,信号设计工程师
60759,signal maintainer,信号维护员
60756,signal intelligence analyst,信号情报分析师
60760,signal maintainer helper,信号维护员助手
60758,signalling and communications engineer,信号与通信工程师
60757,signal intelligence/electronic warfare,信号情报/电子战
60762,signalman,信号员
60764,signal mechanic,信号工
60763,signal manager,信号管理员
60768,signal person,信号员
60761,signal maintenance technician,信号维护技术人员
60769,signal processing engineer,信号处理工程师
60765,signal operator,信号操作员
60767,signal operator technical,信号操作员技术
60766,signal operator linguist,信号操作员语言学家
60771,signals analyst,信号分析师
60777,signals officer,信号官
60772,signals collection technician,信号采集技术人员
60775,signals intelligence analyst,信号情报分析师
60770,signal repairer,信号修理工
60776,signals intelligence superintendent,信号情报主管
60778,signal supervisor,信号监督员
60774,signals intelligence analysis manager,信号情报分析经理
60773,signals collector/analyst,信号收集/分析师
60779,signal system testing maintainer,信号系统测试维护员
60788,sign artist,签名艺术家
60786,signal worker,信号工
60787,signal worker helper,信号工
60781,signal tester,信号测试员
60780,signal technician,信号技术员
60782,signal timer,信号计时器
60783,signal tower director,信号塔管理员
60785,signal wirer,信号线工
60784,signal tower operator,信号塔操作员
60793,sign designer,标志设计师
60792,sign carpenter,木匠
60789,sign board erector,招牌安装工
60790,sign builder,招牌制作商
60791,sign builder supervisor,招牌建造监督员
60794,sign erector,签字架搭建者
60800,signing teacher,签约教师
60799,signing agent,签字代理人
60802,sign language instructor,手语教师
60801,sign installer,招牌安装工
60796,sign fabricator,标志制造者
60797,sign hanger,挂签人
60798,sign hanger supervisor,挂签监督员
60795,sign erector and repairer,招牌搭建和维修工
60807,sign maintenance,标志维护
60808,sign maker,招牌制作商
60804,sign language teacher,手语教师
60806,sign letterer,签署信件的人
60803,sign language interpreter,手语翻译员
60805,sign language translator,手语翻译员
60811,sign painter,招牌画家
60816,signs and displays sales representative,销售代表
60814,sign poster,张贴海报
60809,sign manufacturer,标志制造商
60817,signs cleaner,招牌清洁工
60810,sign out clerk,签退职员
60812,sign painter apprentice,招牌画学徒
60813,sign painter helper,招牌画师助手
60815,signs and displays salesperson,招牌和展示销售员
60819,signs sales representative,销售代表
60820,sign wirer,签字员
60818,sign shop supervisor,招牌店主管
60829,silicator,硅酸盐
60821,signwriter,招牌书写员
60824,silhouette artist,剪影艺术家
60827,silica mixer operator,石英搅拌工
60822,sign writer hand,招牌书写员
60828,silica spray mixer,硅喷雾混合器
60826,silica filter operator,二氧化硅过滤器操作员
60825,silica dry press helper,石英干压辅助工
60836,silk folder,丝绸文件夹
60830,silk blocker,丝绸阻挡者
60834,silk examiner,丝绸检验员
60831,silk brusher,丝绸刷子
60835,silk finisher,丝绸整理工
60838,silk opener,丝绸开启者
60837,silk hanger,丝绸衣架
60832,silk conditioner,丝绸护理师
60823,sign writer letterer or painter,招牌书写员、信件书写员或画家
60833,silk crepe machine operator,丝绸缎机操作员
60840,silk printer,丝绸印刷工
60839,silk presser,丝绸压花工
60842,silk screener,丝绸印刷工
60848,silk screen printer,丝网印刷工
60847,silk screen painter,丝网印刷画家
60841,silk screen cutter,丝网印刷切割工
60845,silk screen layout drafter,丝网印刷布局设计师
60846,silk screen operator,丝网印刷操作员
60844,silk screen frame assembler,丝网印刷框架组装工
60843,silk screen etcher,丝网印刷蚀刻工
60849,silk screen printer helper,丝网印刷助手
60852,silk screen processor,丝网印刷工
60850,silk screen printer machine,丝网印刷机
60851,silk screen printing racker,丝网印刷操作员
60853,silk screen repairer,丝网印刷修复工
60857,silk spotter,丝绸检验员
60860,silk trimmer,丝绸修剪工
60855,silk soaker,丝绸浸泡者
60854,silk snapper,丝绸捕捉者
60858,silk spreader,丝绸传播者
60856,silk spooler,丝绸卷轴工
60862,silk weaver,丝绸织工
60859,silk top hat body maker,丝绸礼帽制作者
60864,silk worker,丝绸工人
60865,sill worker,矿工
60861,silk washing machine operator,丝绸洗涤机操作员
60863,silk winding machine operator,丝绸绕线机操作员
60868,silo man,隔离者
60875,silver chaser,银匠
60870,silo painter,罐头画家
60871,silo tender,罐头工
60869,silo operator,隔离操作员
60867,silo filler,隔离填充物
60872,silo worker,井筒工人
60876,silver cleaner,银器清洁工
60866,silo erector,筒仓建造者
60874,silver buffer,银色缓冲区
60873,silver brazer,银器锻造师
60877,silver designer,银色设计师
60878,silverer,银匠
60886,silver plater,银饰匠
60884,silver miner,银矿工人
60879,silver holloware assembler,银器装配工
60880,silvering applicator,银色涂抹器
60888,silver service waiter,银色服务服务员
60887,silver recovery operator,银回收操作员
60885,silver miner blasting,银矿爆破工
60881,silvering department supervisor,银色部门主管
60883,silverlight developer,Silverlight开发者
60882,silver lap machine tender,银色拉机操作员
60896,silverware buffing machine operator,银器抛光机操作员
60893,silver steward,银色服务员
60889,silversmith apprentice,银匠学徒
60890,silver solderer,银焊工
60899,silverware supervisor,银器主管
60894,silverware assembler,银器装配工
60897,silverware cleaner,银器清洁工
60900,silverware washer,银器洗涤工
60892,silver spray worker,银色喷雾工
60898,silverware etcher,银器蚀刻师
60891,silver solution mixer,银色解决方案混合器
60895,silverware buffer,银器抛光工
60904,silviculture teacher,林业教师
60905,silviculturist,林业工作者
60902,silviculture forester,林业工程师
60909,simulation analyst,模拟分析师
60910,simulation developer,模拟开发者
60906,simonizer,Simonizer
60912,simulation engineer,仿真工程师
60903,silviculture professor,林业教授
60901,silver wrapper,银包装工
60907,simplex operator,简单操作员
60911,simulation educator,模拟教育者
60908,simplex printer installer,简单打印机安装员
60915,simulation tech,模拟技术
60924,singing teacher,声乐教师
60914,simulation specialist,模拟专家
60913,simulation software engineer,模拟软件工程师
60923,singing messenger,歌唱信使
60920,singer back tender,歌手后勤
60916,simulation technician,模拟技术员
60918,singe machine operator,单机操作员
60921,singer songwriter,歌手、词曲作者
60919,singer and unloader,歌手和卸货工
60922,singe winder,单丝绕线工
60917,singeing torch operator,电弧焊操作工
60926,singing waiter or waitress,唱歌服务员
60935,single resource boss,单资源主管
60931,single needle operator,单针操作员
60927,single corner cutter,单角切割机
60934,single pointed operator,单点操作符
60925,singing telegram performer,唱歌电报表演者
60930,single fold machine operator,单折机操作员
60928,single ending machine operator,单端机操作员
60929,single end sewer,单端污水管道工
60936,single spindle screw machine operator,单轴螺纹机床操作员
60933,single pass soil stabilizer operator,单程土壤稳定剂操作员
60932,single needle tufting machine operator,单针植绒机操作员
60945,sintering plant supervisor,烧结厂主管
60944,sinter feeder,烧结料斗
60943,sink maker,造船工人
60937,single stayer operator,单身住宿管理员
60938,single stroke preformer,单笔画表演者
60940,sink cutter,沉箱切割工
60941,sinker puller,沉箱拉钩工
60946,sintering press operator,烧结压机操作员
60939,single wire saw operator,单线锯操作员
60942,sinker winder,沉井卷扬机操作员
60947,sinter machine operator,烧结机操作员
60951,s iron worker,铁匠
60952,sisal operator,剑麻工人
60949,siphoner,吸管工
60957,site administrator,网站管理员
60948,sinter press operator,烧结压机操作员
60956,site acquisition specialist,场地收购专家
60955,site acquisition manager,网站收购经理
60950,siphon operator,吸管操作员
60954,sister superior,女修道院院长
60953,sisal picker,剑麻采摘工
60966,site head,网站负责人
60965,site foreman,工地负责人
60959,site controller,网站管理员
60969,site interpreter,现场翻译
60963,site director,网站总监
60964,site engineer,场地工程师
60961,sitecore developer,Sitecore开发者
60958,site auditor,网站审计员
60960,site coordinator,场地协调员
60967,site identification specialist,场地识别专家
60968,site inspector,网站检查员
60962,site damage prevention technician,现场损害预防技术员
60979,site project manager,网站项目经理
60971,site leader,场地负责人
60970,site lead,网站负责人
60977,site physician,网站医生
60973,site manager,网站管理员
60974,site medical director,网站医疗总监
60978,site planner,场地规划师
60975,site monitor,网站监控员
60981,site reliability engineer,网站可靠性工程师
60976,site operations manager,网站运营经理
60972,site leasing agent,场地租赁代理
60980,site promotion agent,网站推广代理
60985,site specialist,网站专家
60990,site technician,网站技术人员
60991,site worker,场地工作人员
60986,site superintendent,工地总监
60988,site supervisor,工地监督员
60989,site surveyor,现场调查员
60983,site safety manager,现场安全经理
60982,site safety coordinator,现场安全协调员
60984,site safety representative,现场安全代表
60987,site supervising technical operator,现场监督技术操作员
60992,six color press operator,六色印刷机操作员
60993,six horse hitch driver,六匹马挽车司机
61005,size painter,尺寸画家
61002,size maker,裁缝
60999,sixth grade teacher,六年级教师
61003,size marker,尺码标记
61000,size changer,尺寸调整师
61004,size mixer,尺寸混合器
61001,size cutter,裁剪师
60998,six sigma project manager,六西格玛项目经理
60995,six pack packer,六块腹肌打包工
60994,six pack loader operator,六块腹肌的装卸工
60996,six sigma black belt engineer,六西格玛黑带工程师
60997,six sigma black trainer,六西格玛黑带培训师
61011,size worker,尺工
61006,sizer hand,裁剪工
61010,size tester,尺寸测试员
61009,size stamper,尺寸冲压工
61007,sizer machine,裁剪机操作员
61014,sizing machine operator,量尺机操作员
61008,size roller operator,尺寸滚轮操作员
61012,sizing end bander,尺寸端封边机
61013,sizing machine and drier operator,尺寸机与干燥机操作员
61018,skate boarder,滑板运动员
61020,skate maker,滑板制造商
61016,sizing sponger,量尺海绵
61017,sizing sprayer,计量喷雾器
61019,skate hop,滑板跳
61021,skate shop attendant,滑板店店员
61015,sizing machine tender,量尺机操作员
61028,skein bander,纺纱工
61029,skein bleacher,纺纱工
61031,skein dyer,纺线工
61022,skatesman,滑冰者
61023,skates operator,滑冰操作员
61027,skeet operator,射击场操作员
61026,skating rink manager,滑冰场经理
61030,skein drier,纱线干燥机
61024,skating carhop,滑冰的汽车服务员
61025,skating rink ice maker,滑冰场制冰师
61032,skeiner,滑雪教练
61040,skein winder,纺纱工
61042,skein yard drier,纺纱车间干燥机
61041,skein winding operator,纺纱工
61036,skein straightener,纱线整直工
61043,skein yarn drier,毛线绞干机
61039,skein washer,纺纱工
61033,skein inspector,纱线检查员
61038,skein tier,纺纱工
61037,skeins yarn examiner,纱线检验员
61035,skein spooler,纺纱卷轴操作员
61034,skein mercerizing machine operator,绞纱精练机操作员
61047,sketch artist,素描艺术家
61049,sketch liner,绘图员
61051,skewer up,串起来
61050,sketch maker,素描画家
61048,sketcher,绘图员
61052,skiagrapher,X光摄影师
61046,skelp processor,骨骼处理员
61055,skid adzer,铲车驾驶员
61044,skein yarn dyer,绞纱染色工
61054,ski binding fitter and repairer,滑雪固定器和维修工
61045,skein yarn dyer helper,绞纱染色工助手
61053,ski base trimmer,滑雪板底面修整工
61059,skidder loader,铲车
61063,skid man,铲车司机
61060,skidder operator,铲车司机
61064,skid road man,滑道工人
61065,skid road worker,滑道工人
61057,skidder driver,铲车司机
61061,skidder runner,铲车操作员
61056,skidder,铲车操作员
61058,skidder lever operator,铲车操作员
61062,skid machine operator,铲车操作员
61066,skid strapper,拖车带固定工
61076,ski instructor,滑雪教练
61074,skiing instructor,滑雪教练
61075,skiing teacher,滑雪教练
61068,skidway worker,滑雪场工作人员
61069,skid worker,铲车工人
61067,skidway man,滑雪场工作人员
61070,skid wrapper,铲车司机
61073,ski guide,滑雪向导
61071,ski edge painter,滑雪板边缘画家
61072,skiff operator,划船操作员
61077,ski lift attendant,滑雪缆车服务员
61081,skilled labor,熟练工人
61080,skilled helper,熟练助手
61088,skill labor,技术工人
61082,skilled laborer,熟练工人
61089,skills auditor,技能审计员
61078,ski lift mechanic,滑雪缆车维修工
61084,skilled nursing facilities professional,熟练护理设施专业人员
61087,skilled trades teacher,熟练的手工艺教师
61085,skilled nursing facility counselor,熟练护理设施顾问
61086,skilled nursing professional,熟练的护理专业人员
61079,ski lift operator,滑雪缆车操作员
61083,skilled nursing case manager,熟练的护理案例经理
61090,skills instructor,技能教练
61095,skimmer,吸管
61101,skin care specialist,皮肤护理专家
61094,ski maker wood,滑雪板制造商
61099,skin care consultant,皮肤护理顾问
61091,skills trainer,技能训练师
61100,skin care instructor,皮肤护理教练
61093,ski maker,滑雪板制造商
61098,ski molder,滑雪模具制造者
61092,skill training program coordinator,技能培训项目协调员
61097,skimmer scoop operator,撇油机操作员
61096,skimmer reverberatory,撇油器回声器
61110,skin grader,皮匠
61105,skin diver,潜水员
61107,skin drier,皮肤干燥
61102,skin care technician,皮肤护理技师
61104,skin carver,皮肤雕刻师
61106,skin diving teacher,皮肤潜水教练
61111,skin installer,皮肤安装师
61109,skin former,皮肤形成者
61108,skin fitter,皮具修理工
61103,skin care therapist,皮肤护理治疗师
61112,skin lap bonder,皮肤拉皮美容师
61124,ski patrol,滑雪巡逻员
61122,skin toggler,皮肤切换器
61121,skin therapist,皮肤治疗师
61119,skin specialist,皮肤科专家
61123,skin washer,皮洗工
61114,skinner pelts,剥皮工
61118,skin piler,皮肤剥离者
61120,skin tanner,皮肤晒黑者
61116,skin pass operator,皮肤传递操作员
61113,skin lifter bacon,皮肤提升师培根
61115,skinning machine feeder,剥皮机喂料器
61117,skin peeling machine operator,皮肤剥皮机操作员
61131,skip loader,铲车
61126,ski patroller,滑雪巡逻员
61133,skip miner,跳矿工
61127,ski patrol officer,滑雪巡逻员
61125,ski patrol director,滑雪巡逻队长
61130,skip load driver,跳过装载司机
61135,skip operator,跳过操作员
61129,skip hoist operator,跳板操作员
61132,skip locator,跳过定位器
61128,skip hoist engineer,跳板起重机工程师
61136,skip pitman,跳过皮特曼
61134,skip miner blasting,跳过矿工爆破
61142,skirt maker,裙子制造商
61145,ski technician,滑雪技师
61146,ski topper,滑雪教练
61138,ski production supervisor,滑雪生产主管
61139,skip tender,跳过温柔
61140,skip tracer,追债人
61137,skip pit worker,跳槽坑工人
61144,skirt trimmer,裙边修剪师
61143,skirt panel assembler,裙片装配工
61148,ski tow operator,滑雪缆车操作员
61141,skirt clipper,裙夹裁剪工
61147,ski top trimmer,滑雪服装裁剪师
61154,skiver machine,滑雪机
61152,skiver hand,滑雪手
61159,skiver welt end,滑雪世界冠军
61149,skiver blockers,滑雪障碍物
61156,skiver operator,滑雪场运营商
61151,skiver counter,滑雪计数员
61150,skiver box toe,滑雪板箱头
61155,skiver machine operator,滑雪机操作员
61160,skiving machine operator,车床操作工
61157,skiver sock linings,滑雪袜衬里
61153,skiver heel tap,滑雪者脚跟拍打
61158,skiver uppers or linings,滑雪靴的上层或衬里
61167,sky cap,空姐
61168,sky diver,跳伞者
61169,skydiving instructor,跳伞教练
61171,sky line yarder,天空线工
61170,skylights assembler,天窗装配工
61166,skull splitter,颅骨分割者
61164,skull chopper,颅骨切割者
61165,skull grinder,颅骨磨碎者
61162,skoog operator,斯库格操作员
61161,skoog machine operator,斯库格机器操作员
61163,skoog patching machine operator,斯库格修补机操作员
61172,slabber,磨石工
61173,slabber light,磨砂灯
61178,slab inspector,板材检验员
61174,slabbing machine operator,板材机操作员
61179,slab installer,铺板安装工
61175,slab conditioner supervisor,板坯调节工主管
61177,slab grinder,磨片机操作员
61181,slab lifting supervisor,板梁提升主管
61180,slab lifting engineer,板梁提升工程师
61176,slab depiler operator,磨片脱皮操作员
61183,slab off mill tender,磨坊工人
61184,slab polisher,磨板工
61185,slab puller,板材搬运工
61186,slab stripper,板材剥离工
61187,slab tripper,石匠
61188,slab worker,板材工人
61182,slab miller operator,板式磨机操作员
61192,slackman,Slackman
61189,slack cooper,SlackCooper
61193,slag dumper,渣浆车司机
61190,slackline operator,滑索操作员
61191,slack line yarder,滑索线工
61195,slagger,流浪汉
61202,slasher,刀手
61201,slag worker,炼钢工人
61200,slag wheeler,炼钢工
61198,slag production worker,炼钢工人
61203,slasher hand,刀手
61194,slag expander,铁水预处理工
61199,slag skimmer,炉渣清除工
61196,slag mixer,熔渣搅拌机
61205,slasher operator,切割操作员
61197,slag motor operator,熔渣电机操作员
61204,slasher machine operator,切割机操作员
61207,slasher sawyer,砍伐工
61206,slasher runner,刀客跑者
61210,slash trimmer,斜切修剪器
61215,slat basket top maker,床架顶部制造商
61209,slasher tender helper,刀片包装助手
61216,slate cutter,石板切割工
61211,slat basket maker,铁丝篮子制造商
61217,slate cutter operator,石板切割机操作员
61213,slat basket maker helper machine,铁丝篮制作助手机械
61214,slat basket maker machine,铁丝篮机制造者
61212,slat basket maker helper,铁丝篮子制作助手
61208,slasher tender,刀片式切割机操作员
61229,slat pickler,晒鱼工
61221,slater apprentice,石匠学徒
61227,slate worker,石板工人
61224,slate splitter,石板切割工
61219,slate mixer,石板搅拌工
61218,slate handler,石板处理工
61222,slate roofer,石板屋顶工
61220,slate picker,石板挑选者
61223,slate roofer helper,石板屋顶工助手
61226,slate trimmer,石板切割工
61228,slat grader,石板分级员
61225,slate splitting supervisor,石板切割主管
61235,sledger,会计
61234,sld teacher,小学教师
61233,sld inclusion teacher,小学教师
61232,sld educational aide,小学教育助理
61237,sleeper cutter,睡眠切割者
61239,sleeping car conductor,卧铺列车员
61241,sleeping car service attendant,卧铺列车服务员
61238,sleeping bag filler,睡袋填充物
61230,slat twister,滑板旋转者
61240,sleeping car porter,卧铺列车服务员
61236,sled maker,雪橇制造者
61231,slaughterer religious ritual,屠夫宗教仪式
61247,sleep scientist,睡眠科学家
61244,sleep lab technologist,睡眠实验室技术人员
61243,sleep lab technician,睡眠实验室技术人员
61249,sleep technician,睡眠技术员
61248,sleep tech,睡眠技术员
61250,sleep technologist,睡眠技术专家
61245,sleep manager,睡眠管理师
61246,sleep medicine physician,睡眠医学医生
61242,sleeping room cleaner,客房清洁工
61251,sleeve baster,袖珍型吸管
61258,sleever,袖子
61253,sleeve fixer,袖子修复工
61256,sleeve maker,袖子制造商
61255,sleeve machine tender,袖机操作员
61252,sleeve bottom feller,袖口拆线工
61259,sleeve separator,袖口分隔器
61260,sleeve setter,袖子设定者
61262,sleeve setter safety stitch,袖口设定安全缝
61254,sleeve ironer,袖子熨烫工
61257,sleeve presser operator,袖子压机操作员
61261,sleeve setter lockstitch,袖子设定锁眼机
61266,sleeve wheel maker,袖轮制造者
61264,sleeve tailor,袖子裁缝
61265,sleeve turner,袖子翻折工
61263,sleeve sewer,袖子缝纫工
61267,slice cutting machine operator,切片机操作员
61271,slicer machine operator,切片机操作员
61273,slicing machine operator,切片机操作员
61272,slicing machine feeder,切片机喂料器
61268,slice cutting machine operator helper,切片机操作员助手
61269,slice plug cutter operator,切片插削机操作员
61270,slice plug cutter operator helper,切片插削机操作员助手
61274,slicing machine operator/tender,切片机操作员/投标者
61276,slide attendant,滑梯管理员
61275,slicing machine tender,切片机操作员
61277,slide developer,幻灯片开发者
61278,slide fastener chain assembler,滑动紧固链装配工
61283,slide machine tender,滑动机器操作员
61289,slimer,滑腻
61284,slide maker,幻灯片制作人员
61280,slide fasteners inspector,滑动紧固件检查员
61279,slide fastener repairer,滑动紧固件修理工
61282,slide forming machine tender,滑板成型机操作员
61285,slider assembler,滑块装配工
61287,slime plant operator,粘液植物操作员
61286,sliding joint maker,滑动关节制造者
61281,slide forming machine operator,滑移成型机操作员
61288,slime plant operator helper,粘液植物操作员助手
61290,slinger sequins,抛光师
61292,slip box changer,滑箱更换工
61291,sling operator,吊车操作员
61293,slip bridge operator,滑道桥操作员
61298,slip cover maker,套件制造商
61297,slip cover estimator,套件估算师
61304,slip filler,滑片填充工
61294,slip caster,滑板铸工
61299,slip cover operator,套盖操作员
61295,slip cover cutter,套件裁剪工
61296,slipcover cutter,沙发套裁剪师
61302,slip dumper,滑槽卸料车
61303,slip feeder,滑道喂料器
61301,slip cover sewer,套件缝纫工
61305,slip injector and applicator,滑片注射器和应用器
61300,slip cover seamstress,套件缝纫工
61315,slip tender,滑嫩
61311,slipper maker,拖鞋制造商
61307,slip maker,鞋匠
61306,slip laster,滑石粉
61314,slip sheeter,卷纸工
61308,slipman,滑冰运动员
61309,slip mixer,滑石混合机
61310,slip operator,滑道操作员
61313,slip seat coverer,滑座覆盖者
61312,slip presser,滑压机操作员
61317,slitter and rewinder,分切和卷取
61316,slitter and cutter operator,分切和切割操作员
61324,slitter processed film,分切处理薄膜
61322,slitter helper,分切工助手
61323,slitter operator,分切操作员
61321,slitter cut off operator,分切机操作员
61325,slitter scorer,分切打孔工
61326,slitter scorer cut off operator,分切打孔操作员
61328,slitting and shipping supervisor,分切与运输主管
61327,slitter service and setter,分切服务与设定
61318,slitter and rewinder machine operator,分切和卷取机操作员
61334,sliver former,银匠
61329,slitting machine feeder,分条机喂料器
61333,sliver cutter,银丝切割工
61335,sliver handler,银器处理师
61332,sliver chopper,银色理发师
61330,slitting machine operator,分条机操作员
61331,slitting machine operator helper,分条机操作员助手
61340,sloop captain,帆船船长
61345,slot attendant,售票员
61339,sliver machine operator,银器机械操作员
61337,sliver lapper,银器磨光工
61336,sliver lap machine tender,银色拉机操作员
61343,slope tender,坡道管理员
61344,slot ambassador,槽位大使
61338,sliver lap tender,银色拉皮嫩肉
61320,slitter creaser slotter operator,分切机操作员、压痕机操作员、槽口机操作员
61342,slope runner,斜坡跑步者
61319,slitter creaser slotter helper,分切机操作员、压痕机操作员、槽口机操作员、助手
61341,slope hoist operator,斜坡提升机操作员
61346,slot editor,插槽编辑器
61348,slot floorman,槽位管理员
61347,slot floor attendant,槽位管理员
61349,slot floor person,槽位地板人员
61350,slot floorperson,槽位管理员
61352,slot host,槽位主持人
61353,slot key person,槽位关键人物
61351,slot floor supervisor,槽位楼层主管
61355,slot machine floor person,老虎机操作员
61354,slot machine department floorperson,老虎机部门楼层人员
61356,slot machine key person,老虎机关键人物
61359,slot manager,槽位经理
61358,slot machine repairer,老虎机维修工
61357,slot machine mechanic,老虎机维修工
61362,slot router,插槽路由器
61360,slot operations director,槽位运营总监
61361,slot operations manager,槽位运营经理
61363,slot service specialist,槽位服务专家
61365,slot shift supervisor,槽位调度主管
61364,slot shift manager,槽位调度经理
61367,slot supervisor,槽位主管
61366,slots manager,槽位经理
61373,slps,律师
61369,slot technician,槽机技术人员
61368,slot tag inserter,槽标签插入器
61370,slotter operator,槽机操作员
61372,slp,睡眠呼吸暂停
61374,slp teacher,睡眠治疗师
61371,slotter operator helper,槽机操作员助手
61380,slubber tender,油轮服务员
61376,slubber hand,油轮船员
61379,slubber runner,油轮清洁工
61378,slubber operator,油轮船员
61381,sludge control attendant,污泥控制员
61375,slubber frame changer,油轮甲板换工
61377,slubber machine operator,浆洗机操作员
61382,sludge control operator,污泥控制操作员
61383,sludge filtration attendant,污泥过滤工
61384,sludge filtration operator,污泥过滤操作员
61387,sluice tender,闸门管理员
61388,slumber room attendant,睡眠室服务员
61394,slurry man,泥浆工
61385,sludge mill operator,污泥处理工
61395,slurry mixer,泥浆搅拌机
61393,slurry control tender,泥浆控制投标
61391,slurry blender,泥浆搅拌机
61390,slunk skinner,蜷缩的皮肤
61389,slunk skin curer,潜行皮肤治疗师
61386,slug press operator,压纹机操作员
61392,slurry control operator helper,泥浆控制操作员助手
61396,slurry plant operator,泥浆厂操作员
61402,small animal veterinarian,小型动物兽医
61399,slurry worker,泥浆工
61398,slurry tank tender,泥浆罐工
61405,small arms repairer,轻武器修理工
61401,small animal caretaker,小型动物护理员
61403,small appliance assembly supervisor,小型家电装配主管
61400,slusher operator,浆料操作员
61397,slurry tank operator,泥浆罐操作员
61406,small battery plate assembler,小型电池板组装工
61407,small boat engineer,小型船只工程师
61404,small arms artillery repairer,轻武器炮兵维修员
61410,small business consultant,小型企业顾问
61408,small brake form operator,小型刹车成型操作员
61409,small business banking officer,小型企业银行官员
61411,small business director,小型企业总监
61412,small business representative,小型企业代表
61414,small craft operator,小型船只操作员
61415,small electric engine technician,小型电机技术员
61413,small business sales representative,小型企业销售代表
61417,small engine specialist,小型发动机专家
61416,small engine mechanic,小型发动机机械师
61419,small engine trainer,小型发动机培训师
61418,small engine technician,小型发动机技术员
61425,small order cutter,小订单切割工
61420,small equipment operator,小型设备操作员
61427,small parts assembler,小型零件装配工
61423,small machine bindery operator,小型机器装订工
61428,small parts shaper operator,小型零件成型操作员
61422,small lot operator,小型批处理操作员
61421,small kick press operator,小型踢压操作员
61424,small offset printer,小型偏移式印刷机
61429,small piece cutter,小型切割机
61426,small package and bundle sorter clerk,小包裹和捆扎分类员
61431,small products i assembler,小型产品装配工
61430,small products assembler,小型产品装配工
61439,smasher hand,锤手
61441,smash hand,打手
61442,smash piecer,粉碎零件
61438,smasher,破坏者
61440,smash fixer,砸修工
61436,smart energy specialist,智能能源专家
61443,smearer,涂油工
61434,smalltalk developer,小型语言开发者
61437,smart grid engineer,智能电网工程师
61433,small stock facer,小型股票交易员
61435,small wind energy installer,小型风力发电安装工
61432,small products ii assembler,小型产品二组装配工
61449,smocker,骗子
61444,smeller,嗅探者
61447,smelter operator,炼钢工
61448,smelting engineer,炼金工程师
61445,smelter charger,炼钢工
61451,smog technician,雾霾技术员
61454,smoke control supervisor,烟雾控制主管
61452,smoke and flame specialist,烟雾和火焰专家
61446,smelter liner,熔炼衬里
61453,smoke chaser,烟尘追踪者
61455,smoked meat preparer,烟熏肉制作师
61450,smocking machine operator,烫平机操作员
61456,smoke eater,烟民
61458,smokehouse worker,烟熏工
61459,smoke inspector,烟检员
61460,smoke jumper,跳伞灭火员
61462,smoke room operator,烟室操作员
61463,smoke tester,烟雾测试员
61461,smoke jumper supervisor,烟雾跳伞指挥官
61457,smokehouse operator,烟熏房操作员
61464,smoking pipe coater,烟斗涂层工
61466,smoking pipe liner,烟斗衬管
61467,smoking pipe maker,烟斗制作者
61465,smoking pipe driller and threader,吸烟管钻孔和螺纹加工工
61468,smoking pipe mounter,烟斗安装工
